number,value,datetime_start,datetime_complete,duration,params_--d_model,params_--dropout,params_--learning_rate,params_--learning_rate_schedule,params_--n_head,params_--n_layer,params_--num_train_epochs,params_--per_device_train_batch_size,params_--weight_decay,system_attrs_fail_reason,state
83,,2020-10-13 22:15:26.143841,2020-10-13 22:16:07.404568,0 days 00:00:41.260727000,96.0,0.0,0.0014300418592679113,linear_with_warmup,2.0,4.0,10.0,64.0,8.50850320685683e-06,"Trial 83 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
84,,2020-10-13 22:16:07.829674,2020-10-13 22:16:46.796304,0 days 00:00:38.966630000,256.0,0.0,0.0012999209928237616,linear_with_warmup,2.0,4.0,10.0,64.0,8.971952019359872e-06,"Trial 84 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
85,,2020-10-13 22:16:47.163307,2020-10-13 22:17:27.397073,0 days 00:00:40.233766000,96.0,0.0,0.0013524553535450643,linear_with_warmup,2.0,4.0,10.0,64.0,8.182630230440494e-06,"Trial 85 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
86,,2020-10-13 22:17:29.926435,2020-10-13 22:18:10.436992,0 days 00:00:40.510557000,96.0,0.0,0.001578101205447523,linear_with_warmup,2.0,4.0,10.0,64.0,9.373238634005451e-06,"Trial 86 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
87,,2020-10-13 22:18:10.996560,2020-10-13 22:18:50.468943,0 days 00:00:39.472383000,96.0,0.0,0.00662734121097965,linear_with_warmup,2.0,4.0,10.0,64.0,4.185058331539192e-06,"Trial 87 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
88,,2020-10-13 22:18:50.922097,2020-10-13 22:19:30.300046,0 days 00:00:39.377949000,96.0,0.0,0.006695324665679471,linear_with_warmup,2.0,4.0,10.0,64.0,7.65898638206555e-06,"Trial 88 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
89,,2020-10-13 22:19:30.740873,2020-10-13 22:20:10.752929,0 days 00:00:40.012056000,96.0,0.0,0.006400788403460608,linear_with_warmup,2.0,4.0,10.0,64.0,8.221746280312437e-06,"Trial 89 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
90,,2020-10-13 22:20:11.286082,2020-10-13 22:20:47.237055,0 days 00:00:35.950973000,96.0,0.0,0.0066321706158897,linear_with_warmup,2.0,4.0,10.0,64.0,8.568766131084073e-06,"Trial 90 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
91,,2020-10-13 22:20:47.790625,2020-10-13 22:21:32.765041,0 days 00:00:44.974416000,96.0,0.0,0.0015029322474628514,linear_with_warmup,2.0,4.0,10.0,64.0,8.051534257949964e-06,"Trial 91 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
92,,2020-10-13 22:21:34.991694,2020-10-13 22:22:12.483580,0 days 00:00:37.491886000,96.0,0.0,0.00648273777517304,linear_with_warmup,2.0,4.0,10.0,64.0,8.112684857611747e-06,"Trial 92 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
93,,2020-10-13 22:22:12.935250,2020-10-13 22:22:53.522465,0 days 00:00:40.587215000,96.0,0.0,0.0065585307945131765,linear_with_warmup,2.0,4.0,10.0,64.0,8.38259301521294e-06,"Trial 93 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
94,,2020-10-13 22:22:55.185801,2020-10-13 22:23:33.097134,0 days 00:00:37.911333000,96.0,0.0,0.0014802682363640113,linear_with_warmup,2.0,4.0,10.0,64.0,7.861040453801634e-06,"Trial 94 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
95,,2020-10-13 22:23:33.396176,2020-10-13 22:24:15.379879,0 days 00:00:41.983703000,96.0,0.0,0.00148496952292201,linear_with_warmup,2.0,4.0,10.0,64.0,9.033472888609913e-06,"Trial 95 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
96,,2020-10-13 22:24:17.008093,2020-10-13 22:26:05.329948,0 days 00:01:48.321855000,96.0,0.0,0.0014640834252709787,linear_with_warmup,2.0,4.0,10.0,64.0,9.583829329214872e-06,"Trial 96 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
97,,2020-10-13 22:24:40.746423,2020-10-13 22:25:25.547631,0 days 00:00:44.801208000,96.0,0.0,0.00662491416344139,linear_with_warmup,2.0,4.0,10.0,64.0,8.842049357286322e-06,"Trial 97 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
98,,2020-10-13 22:25:26.702072,2020-10-13 22:26:23.123828,0 days 00:00:56.421756000,96.0,0.0,0.005991986984049375,linear_with_warmup,2.0,4.0,10.0,64.0,8.584935990875795e-06,"Trial 98 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
99,,2020-10-13 22:26:05.811126,2020-10-13 22:26:43.507321,0 days 00:00:37.696195000,96.0,0.0,0.006863403586796393,linear_with_warmup,2.0,4.0,10.0,64.0,9.33318356759204e-06,"Trial 99 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
100,,2020-10-13 22:26:24.997271,2020-10-13 22:27:05.192302,0 days 00:00:40.195031000,96.0,0.0,0.006574918124933518,linear_with_warmup,2.0,4.0,10.0,64.0,8.36434923357606e-06,"Trial 100 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
101,,2020-10-13 22:26:45.148875,2020-10-13 22:27:24.643207,0 days 00:00:39.494332000,96.0,0.0,0.006773859548198922,linear_with_warmup,2.0,4.0,10.0,64.0,9.306554967876404e-06,"Trial 101 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
102,,2020-10-13 22:27:07.038226,2020-10-13 22:27:45.717178,0 days 00:00:38.678952000,96.0,0.0,0.0070471532898737045,linear_with_warmup,2.0,4.0,10.0,64.0,8.154857770065221e-06,"Trial 102 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
103,,2020-10-13 22:27:25.471075,2020-10-13 22:28:05.708679,0 days 00:00:40.237604000,96.0,0.0,0.00678138115780408,linear_with_warmup,2.0,4.0,10.0,64.0,9.297597934228752e-06,"Trial 103 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
104,,2020-10-13 22:27:46.338708,2020-10-13 22:28:35.293381,0 days 00:00:48.954673000,96.0,0.0,0.006805741563001325,linear_with_warmup,2.0,4.0,10.0,64.0,8.66644719318966e-06,"Trial 104 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
105,0.4112671357836764,2020-10-14 01:13:08.875855,2020-10-14 08:46:19.716024,0 days 07:33:10.840169000,96.0,0.0,0.006036791436016674,linear_with_warmup,2.0,4.0,10.0,64.0,7.86231281370592e-06,,COMPLETE
106,0.4428469808387164,2020-10-14 01:13:09.456775,2020-10-14 09:08:27.790236,0 days 07:55:18.333461000,96.0,0.0,0.006309770163663806,linear_with_warmup,2.0,4.0,10.0,64.0,7.585330946016463e-06,,COMPLETE
107,0.431077374330449,2020-10-14 01:13:09.758635,2020-10-14 09:07:37.419418,0 days 07:54:27.660783000,96.0,0.0,0.006070117970358135,linear_with_warmup,2.0,4.0,10.0,64.0,8.715600325028516e-06,,COMPLETE
108,0.3647172628524054,2020-10-14 01:13:10.287692,2020-10-14 09:00:25.185105,0 days 07:47:14.897413000,96.0,0.0,0.00613683289661032,linear_with_warmup,2.0,4.0,10.0,64.0,8.541034057104921e-06,,COMPLETE
109,0.377596625106288,2020-10-14 01:13:10.472939,2020-10-14 08:47:45.386384,0 days 07:34:34.913445000,96.0,0.0,0.006570676566270633,linear_with_warmup,2.0,4.0,10.0,64.0,8.42987159435557e-06,,COMPLETE
110,0.17641538110257124,2020-10-14 08:46:21.547115,2020-10-14 17:00:32.493961,0 days 08:14:10.946846000,256.0,0.0,0.006379434580628976,linear_with_warmup,2.0,4.0,10.0,64.0,8.74471255054572e-06,,COMPLETE
111,0.3636407972883675,2020-10-14 08:47:46.939201,2020-10-14 16:19:17.172699,0 days 07:31:30.233498000,96.0,0.1,0.007173597438577327,linear_with_warmup,2.0,4.0,10.0,64.0,9.321454157038815e-06,,COMPLETE
112,0.36161945246001975,2020-10-14 09:00:27.818600,2020-10-14 16:23:51.540454,0 days 07:23:23.721854000,96.0,0.1,0.007143645131543931,linear_with_warmup,2.0,4.0,10.0,64.0,1.4187355751896539e-05,,COMPLETE
113,0.2503021013792636,2020-10-14 09:07:41.261460,2020-10-14 16:35:26.540090,0 days 07:27:45.278630000,96.0,0.1,0.0014841255946600929,linear_with_warmup,2.0,4.0,10.0,64.0,1.465288032125957e-05,,COMPLETE
114,0.34713672236135606,2020-10-14 09:08:30.993635,2020-10-14 15:59:57.360573,0 days 06:51:26.366938000,96.0,0.1,0.007337582347865097,linear_with_warmup,2.0,3.0,10.0,64.0,1.3633366905427183e-05,,COMPLETE
115,0.33762644245446666,2020-10-14 15:59:58.112722,2020-10-15 01:41:32.122235,0 days 09:41:34.009513000,96.0,0.0,0.007313204105307674,linear_with_warmup,2.0,4.0,10.0,64.0,4.287715708860433e-06,,COMPLETE
116,0.1582517264625978,2020-10-14 16:19:18.772006,2020-10-14 23:43:53.825013,0 days 07:24:35.053007000,32.0,0.0,0.00026038435791901247,linear_with_warmup,2.0,4.0,10.0,64.0,1.163883123627056e-05,,COMPLETE
117,0.22999121168729036,2020-10-14 16:23:52.443846,2020-10-14 22:01:42.625765,0 days 05:37:50.181919000,32.0,0.0,0.004126517715040395,linear_with_warmup,2.0,4.0,8.0,64.0,3.7741292293279873e-06,,COMPLETE
118,0.19762574002513716,2020-10-14 16:35:27.251347,2020-10-14 22:24:15.246756,0 days 05:48:47.995409000,64.0,0.0,0.0002917200780439502,linear_with_warmup,2.0,4.0,8.0,64.0,3.7761135793528514e-06,,COMPLETE
119,0.2055849366821724,2020-10-14 17:00:33.368288,2020-10-14 23:11:39.593402,0 days 06:11:06.225114000,64.0,0.0,0.0003542293319870744,linear_with_warmup,2.0,4.0,8.0,64.0,3.958815277987179e-06,,COMPLETE
120,0.23939232116723067,2020-10-14 22:01:43.849255,2020-10-15 03:38:14.395812,0 days 05:36:30.546557000,64.0,0.0,0.003687465107887034,linear_with_warmup,1.0,4.0,8.0,64.0,4.071407967947284e-06,,COMPLETE
121,0.17221303498504176,2020-10-14 22:24:17.661550,2020-10-14 23:39:38.567293,0 days 01:15:20.905743000,64.0,0.0,0.003710214970769652,linear_with_warmup,1.0,3.0,1.0,64.0,1.1005970631183481e-05,,COMPLETE
122,0.38602962126160606,2020-10-14 23:11:40.898919,2020-10-15 06:03:40.464226,0 days 06:51:59.565307000,128.0,0.0,0.003398768687833414,linear_with_warmup,1.0,3.0,10.0,64.0,1.120909212442833e-05,,COMPLETE
123,0.22968738904822308,2020-10-14 23:39:39.724557,2020-10-15 04:17:24.134508,0 days 04:37:44.409951000,32.0,0.0,0.007709161428348399,linear_with_warmup,16.0,3.0,10.0,128.0,1.9302144178926663e-06,,COMPLETE
124,0.3237982868528899,2020-10-14 23:43:55.043680,2020-10-15 03:55:53.163230,0 days 04:11:58.119550000,128.0,0.0,0.008181921160065646,linear_with_warmup,16.0,3.0,9.0,128.0,2.054069573166247e-06,,COMPLETE
125,0.3582417141777635,2020-10-15 01:41:32.855717,2020-10-15 08:22:37.558667,0 days 06:41:04.702950000,96.0,0.0,0.00558027632790782,linear_with_warmup,2.0,4.0,9.0,64.0,7.631351341337756e-06,,COMPLETE
126,0.31202232578362027,2020-10-15 03:38:16.068307,2020-10-15 08:14:25.500657,0 days 04:36:09.432350000,96.0,0.0,0.0052846782137579585,linear_with_warmup,2.0,4.0,9.0,128.0,7.306239351619457e-06,,COMPLETE
127,0.38795986545906735,2020-10-15 03:55:54.774216,2020-10-15 11:58:17.338678,0 days 08:02:22.564462000,96.0,0.0,0.004405001166009593,linear_with_warmup,2.0,4.0,10.0,64.0,7.177099591826002e-06,,COMPLETE
128,0.3404690128788825,2020-10-15 04:17:25.597183,2020-10-15 10:48:59.913376,0 days 06:31:34.316193000,96.0,0.0,0.00570013531500237,linear_with_warmup,2.0,4.0,9.0,64.0,1.9187045079044072e-05,,COMPLETE
129,0.3343927250116403,2020-10-15 06:03:41.612490,2020-10-15 12:18:55.951789,0 days 06:15:14.339299000,160.0,0.0,0.0031080740521468174,linear_with_warmup,1.0,3.0,9.0,64.0,1.8164018696417083e-05,,COMPLETE
130,0.45109922013500947,2020-10-15 08:14:27.447175,2020-10-15 15:22:49.657492,0 days 07:08:22.210317000,160.0,0.0,0.0031741785467856672,constant_with_warmup,1.0,3.0,10.0,64.0,1.7533390920679582e-05,,COMPLETE
131,0.20581397829185694,2020-10-15 08:22:38.757699,2020-10-15 14:12:47.763974,0 days 05:50:09.006275000,160.0,0.2,0.0031643586891074984,constant_with_warmup,1.0,1.0,10.0,64.0,1.7362399973062e-05,,COMPLETE
132,0.38862647640365416,2020-10-15 10:49:02.947949,2020-10-15 14:32:59.102118,0 days 03:43:56.154169000,160.0,0.2,0.002622120725408709,constant_with_warmup,1.0,3.0,5.0,64.0,1.0313246098454635e-05,,COMPLETE
133,0.22873778204264822,2020-10-15 11:58:17.951476,2020-10-15 15:49:16.557334,0 days 03:50:58.605858000,160.0,0.2,0.0026203472983830725,constant_with_warmup,8.0,1.0,10.0,192.0,2.3417390218007946e-06,,COMPLETE
134,0.22347920677749483,2020-10-15 12:18:56.808942,2020-10-15 14:10:42.689969,0 days 01:51:45.881027000,64.0,0.1,0.004315463812905118,constant_with_warmup,8.0,1.0,5.0,192.0,5.0844883908886034e-06,,COMPLETE
135,0.3279554078869867,2020-10-15 14:10:44.473373,2020-10-15 21:44:27.047680,0 days 07:33:42.574307000,128.0,0.0,0.0027366796391381063,linear_with_warmup,1.0,4.0,10.0,64.0,1.01520588307368e-05,,COMPLETE
136,0.23146903479100597,2020-10-15 14:12:49.100639,2020-10-15 21:38:06.195946,0 days 07:25:17.095307000,128.0,0.0,0.002507149411990663,linear_with_warmup,4.0,4.0,10.0,64.0,1.07336217382922e-05,,COMPLETE
137,0.23220620398150146,2020-10-15 14:32:59.551025,2020-10-15 18:34:03.874116,0 days 04:01:04.323091000,128.0,0.2,0.0023589748656894735,constant_with_warmup,4.0,4.0,5.0,64.0,1.0087661164999453e-05,,COMPLETE
138,,2020-10-15 15:22:51.382224,2020-10-15 15:26:51.981497,0 days 00:04:00.599273000,160.0,0.2,0.002569715624825664,constant_with_warmup,1.0,2.0,5.0,64.0,1.0005773692879752e-05,"Trial 138 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
139,0.20351999895147527,2020-10-15 15:26:52.836334,2020-10-15 18:49:19.490908,0 days 03:22:26.654574000,160.0,0.2,0.002448025039883347,constant_with_warmup,1.0,2.0,5.0,64.0,6.5365714576615e-06,,COMPLETE
140,0.21025551179130117,2020-10-15 15:49:17.501812,2020-10-15 19:16:55.725133,0 days 03:27:38.223321000,128.0,0.2,0.0020197757833594144,constant_with_warmup,1.0,2.0,5.0,64.0,6.649061352413406e-06,,COMPLETE
141,,2020-10-15 18:34:04.752260,2020-10-15 18:36:14.830732,0 days 00:02:10.078472000,128.0,0.2,0.001962789139303073,constant_with_warmup,1.0,2.0,4.0,64.0,6.606992198197638e-06,"Trial 141 failed, because the returned value from the objective function cannot be cast to float. Returned value is: None",FAIL
142,0.22559376027897218,2020-10-15 18:36:15.046408,2020-10-15 21:20:22.922398,0 days 02:44:07.875990000,128.0,0.2,0.0018289262888148946,constant_with_warmup,1.0,2.0,4.0,64.0,1.0001805376002437e-05,,COMPLETE
143,0.2306737974907309,2020-10-15 18:49:20.954808,2020-10-15 21:54:03.505087,0 days 03:04:42.550279000,128.0,0.2,0.001707362117586017,constant_with_warmup,1.0,3.0,4.0,64.0,2.666824341768581e-05,,COMPLETE
144,0.2274264966911175,2020-10-15 19:16:58.528249,2020-10-15 22:32:42.169767,0 days 03:15:43.641518000,128.0,0.3,0.0016197929851616809,constant_with_warmup,1.0,3.0,4.0,64.0,2.714912210860161e-05,,COMPLETE
145,0.2719471832635397,2020-10-15 21:20:26.723153,2020-10-15 23:55:45.027489,0 days 02:35:18.304336000,160.0,0.0,0.0040458273922628326,constant_with_warmup,1.0,3.0,3.0,64.0,2.7289156866689444e-05,,COMPLETE
146,0.23647344272607468,2020-10-15 21:38:07.504576,2020-10-16 00:15:33.691583,0 days 02:37:26.187007000,160.0,0.3,0.0041701230543788595,constant_with_warmup,1.0,3.0,3.0,64.0,5.635391525728745e-06,,COMPLETE
147,0.23326821081951232,2020-10-15 21:44:31.329400,2020-10-16 00:53:39.635652,0 days 03:09:08.306252000,160.0,0.3,0.0048671227253298645,constant_with_warmup,1.0,3.0,4.0,64.0,5.482997850054245e-06,,COMPLETE
148,0.3086215056584033,2020-10-15 21:54:06.083474,2020-10-16 01:08:19.339951,0 days 03:14:13.256477000,160.0,0.0,0.00455772192581549,constant_with_warmup,4.0,3.0,6.0,128.0,1.3628649143636003e-05,,COMPLETE
149,0.18772397414833578,2020-10-15 22:32:44.180213,2020-10-16 02:37:39.068718,0 days 04:04:54.888505000,288.0,0.0,0.004736438551352183,constant_with_warmup,4.0,4.0,6.0,128.0,1.2615020543104795e-05,,COMPLETE
150,0.24896737228479443,2020-10-15 23:55:48.515731,2020-10-16 03:28:05.613073,0 days 03:32:17.097342000,256.0,0.0,0.004693088524200005,cosine_with_warmup,4.0,4.0,6.0,128.0,1.2593115507916555e-05,,COMPLETE
151,0.3777762968676735,2020-10-16 00:15:37.532867,2020-10-16 05:13:17.435441,0 days 04:57:39.902574000,224.0,0.0,0.004962361266580786,cosine_with_warmup,4.0,4.0,9.0,128.0,1.2273717247595695e-05,,COMPLETE
152,0.22467055672205838,2020-10-16 00:53:44.283262,2020-10-16 04:10:09.730971,0 days 03:16:25.447709000,96.0,0.0,0.0008532634219944732,cosine_with_warmup,4.0,4.0,6.0,128.0,3.25006498393749e-06,,COMPLETE
153,0.08457138657850607,2020-10-16 01:08:22.462739,2020-10-16 08:35:25.760613,0 days 07:27:03.297874000,256.0,0.0,0.006187544959102685,cosine_with_warmup,2.0,4.0,9.0,64.0,1.258317721989969e-05,,COMPLETE
154,0.3280018086476851,2020-10-16 02:37:40.180946,2020-10-16 09:41:25.165127,0 days 07:03:44.984181000,96.0,0.0,0.006391931482812753,cosine_with_warmup,2.0,4.0,9.0,64.0,1.3236271457333628e-06,,COMPLETE
155,0.400019906655294,2020-10-16 03:28:07.254564,2020-10-16 10:01:14.770691,0 days 06:33:07.516127000,96.0,0.0,0.0060425112846003515,linear_with_warmup,2.0,4.0,9.0,64.0,1.549191045487412e-05,,COMPLETE
156,0.3316124479339186,2020-10-16 04:10:11.063131,2020-10-16 11:25:21.122232,0 days 07:15:10.059101000,192.0,0.0,0.0064048316156697024,linear_with_warmup,2.0,4.0,9.0,64.0,1.2903144245603461e-06,,COMPLETE
157,0.28824031442543824,2020-10-16 05:13:18.332460,2020-10-16 12:20:18.607488,0 days 07:07:00.275028000,96.0,0.0,0.003265265643183207,linear_with_warmup,2.0,3.0,10.0,64.0,1.5518990368613642e-05,,COMPLETE
158,0.2946062058838218,2020-10-16 08:35:29.231324,2020-10-16 15:57:31.904720,0 days 07:22:02.673396000,96.0,0.0,0.0036220821342955,linear_with_warmup,2.0,3.0,10.0,64.0,1.5350175697754137e-05,,COMPLETE
159,0.2560461813139724,2020-10-16 09:41:26.709155,2020-10-16 17:01:06.099544,0 days 07:19:39.390389000,96.0,0.0,0.003552472551347479,linear_with_warmup,2.0,3.0,10.0,64.0,7.321598924691991e-06,,COMPLETE
160,0.36371691942477896,2020-10-16 10:01:16.431354,2020-10-16 15:56:29.467196,0 days 05:55:13.035842000,96.0,0.0,0.008231276585788953,linear_with_warmup,2.0,4.0,8.0,64.0,8.822390514470795e-06,,COMPLETE
161,0.3087596604262817,2020-10-16 11:25:22.681164,2020-10-16 17:43:16.638535,0 days 06:17:53.957371000,96.0,0.0,0.008570016258721332,linear_with_warmup,2.0,4.0,8.0,64.0,1.5146588904293778e-05,,COMPLETE
162,0.3071875785392643,2020-10-16 12:20:21.682054,2020-10-16 18:17:38.165768,0 days 05:57:16.483714000,64.0,0.0,0.008499575502534301,linear_with_warmup,2.0,4.0,8.0,64.0,8.916212931884192e-06,,COMPLETE
163,0.32181148802089304,2020-10-16 15:56:31.420659,2020-10-16 23:59:38.028755,0 days 08:03:06.608096000,64.0,0.1,0.005661242401889592,linear_with_warmup,2.0,4.0,10.0,64.0,2.0895119603872093e-05,,COMPLETE
164,0.2830014608719234,2020-10-16 15:57:34.902752,2020-10-16 21:03:29.533757,0 days 05:05:54.631005000,64.0,0.1,0.006011835536304414,linear_with_warmup,2.0,4.0,7.0,64.0,4.612371673868654e-06,,COMPLETE
165,0.32886674764125995,2020-10-16 17:01:07.867559,2020-10-17 01:14:42.643588,0 days 08:13:34.776029000,64.0,0.1,0.0055660780655883615,linear_with_warmup,2.0,4.0,10.0,64.0,2.104817992877065e-05,,COMPLETE
166,0.23640179034913952,2020-10-16 17:43:17.567734,2020-10-16 23:26:21.699998,0 days 05:43:04.132264000,64.0,0.1,0.005457186105934607,linear_with_warmup,16.0,4.0,7.0,64.0,4.500060657576617e-06,,COMPLETE
167,0.41490550162568696,2020-10-16 18:17:39.707613,2020-10-17 02:56:21.147083,0 days 08:38:41.439470000,128.0,0.0,0.005525849281238827,linear_with_warmup,1.0,4.0,10.0,64.0,1.9616417865783886e-05,,COMPLETE
168,0.4033549328501302,2020-10-16 21:03:31.991191,2020-10-17 04:25:30.707230,0 days 07:21:58.716039000,128.0,0.0,0.005396175423785678,linear_with_warmup,1.0,4.0,10.0,64.0,7.902688788436963e-06,,COMPLETE
169,0.26894028467376446,2020-10-16 23:26:22.726128,2020-10-17 06:51:57.035031,0 days 07:25:34.308903000,128.0,0.0,0.002890804184170477,linear_with_warmup,1.0,4.0,10.0,64.0,1.9889471699768464e-05,,COMPLETE
